Date,EUR_USD open,EUR_USD high,EUR_USD low,EUR_USD close,EUR_USD volume,AUD_USD open,AUD_USD high,AUD_USD low,AUD_USD close,AUD_USD volume,GBP_USD open,GBP_USD high,GBP_USD low,GBP_USD close,GBP_USD volume,USD_CAD open,USD_CAD high,USD_CAD low,USD_CAD close,USD_CAD volume,NZD_USD open,NZD_USD high,NZD_USD low,NZD_USD close,NZD_USD volume,USD_CHF open,USD_CHF high,USD_CHF low,USD_CHF close,USD_CHF volume,USD_JPY open,USD_JPY high,USD_JPY low,USD_JPY close,USD_JPY volume,USD_NOK open,USD_NOK high,USD_NOK low,USD_NOK close,USD_NOK volume,USD_SEK open,USD_SEK high,USD_SEK low,USD_SEK close,USD_SEK volume,VIX High,VIX Low,VIX Open,VIX Close,VIX Volume,VIX Adj Close,EUR_USD ATR,EUR_USD OBV,EUR_USD RSI,EUR_USD BB_up,EUR_USD BB_dn,AUD_USD ATR,AUD_USD OBV,AUD_USD RSI,AUD_USD BB_up,AUD_USD BB_dn,GBP_USD ATR,GBP_USD OBV,GBP_USD RSI,GBP_USD BB_up,GBP_USD BB_dn,USD_CAD ATR,USD_CAD OBV,USD_CAD RSI,USD_CAD BB_up,USD_CAD BB_dn,NZD_USD ATR,NZD_USD OBV,NZD_USD RSI,NZD_USD BB_up,NZD_USD BB_dn,USD_CHF ATR,USD_CHF OBV,USD_CHF RSI,USD_CHF BB_up,USD_CHF BB_dn,USD_JPY ATR,USD_JPY OBV,USD_JPY RSI,USD_JPY BB_up,USD_JPY BB_dn,USD_NOK ATR,USD_NOK OBV,USD_NOK RSI,USD_NOK BB_up,USD_NOK BB_dn,USD_SEK ATR,USD_SEK OBV,USD_SEK RSI,USD_SEK BB_up,USD_SEK BB_dn
2014-10-10,1.269,1.27158,1.26056,1.26224,49912,0.87803,0.87851,0.86803,0.86847,60095,1.6119,1.61351,1.60084,1.60748,71202,1.11849,1.1222,1.11596,1.12042,46242,0.78646,0.7878,0.78001,0.78113,53199,0.95423,0.95926,0.95267,0.95718,53613,107.839,108.154,107.621,107.641,60569,6.472,6.54469,6.4624,6.5128,46674,7.2198,7.251,7.2078,7.2374,46082,22.05999947,18.13999939,19.11000061,21.23999977,0,21.23999977,0.009645451,553212,36.13023332,1.284203112,1.25224546,0.009668698,-1011727,34.20243439,0.889414436,0.865381278,0.011525134,-401908,37.4860613,1.641419233,1.59522791,0.008624846,398806,59.75811269,1.125478375,1.104924482,0.010148501,-907573,35.91007647,0.806215637,0.767951506,0.007252147,-56000,63.15880038,0.96628854,0.940094317,0.848489236,439713,50.00475751,110.1054443,107.39427,0.056039006,881490,65.46785453,6.536114413,6.355654159,0.060855815,726503,60.20672588,7.284143434,7.133335138
2014-10-13,1.26265,1.2761,1.26204,1.2752,48012,0.86933,0.8787,0.86518,0.87707,58447,1.60683,1.61263,1.60507,1.60828,71188,1.11834,1.12194,1.11818,1.11975,38328,0.78198,0.78977,0.77952,0.78915,50272,0.95679,0.95758,0.94707,0.94786,52013,107.507,107.572,106.779,106.835,52891,6.512,6.52014,6.46437,6.47384,46438,7.2341,7.2387,7.10798,7.11618,47348,24.63999939,20.52000046,21.15999985,24.63999939,0,24.63999939,0.009960776,601224,46.45972367,1.281166946,1.253933054,0.009943791,-953280,41.30834648,0.888297765,0.865505092,0.01124191,-330720,38.1707794,1.636526664,1.595764764,0.008277357,360478,59.1095383,1.125628429,1.106494428,0.010155751,-857301,42.52023805,0.802061452,0.769805691,0.00748485,-108013,53.0342527,0.964862679,0.942683035,0.849454291,386822,43.57721399,110.297144,106.9099988,0.056019791,835052,59.29954865,6.528149656,6.380838916,0.065846114,679155,47.01505519,7.291308083,7.12141906
2014-10-14,1.2752,1.27681,1.26399,1.26576,56256,0.87676,0.8812,0.86936,0.87122,54836,1.60808,1.60968,1.58973,1.59024,75224,1.11919,1.13132,1.11897,1.12963,40349,0.78896,0.79167,0.78205,0.78418,50107,0.94806,0.9555,0.94683,0.95371,54783,106.801,107.31,106.671,107.052,63939,6.461,6.58558,6.45788,6.57841,50044,7.1102,7.2594,7.10385,7.25012,53527,24.54999924,21.47999954,23.77000046,22.79000092,0,22.79000092,0.010165006,544968,41.22925369,1.278903291,1.254448137,0.010079234,-1008116,38.27988065,0.885270429,0.866069571,0.011863916,-405944,30.15092019,1.635007897,1.591047817,0.00856826,400827,65.12116161,1.127935731,1.107587127,0.010117483,-907408,39.78197382,0.794486102,0.774035327,0.007569504,-53230,57.62588436,0.964369427,0.944357716,0.834421841,450761,45.60445962,110.3227736,106.6005121,0.061139806,885096,68.01132768,6.55798633,6.377850813,0.072253534,732682,57.97249508,7.297836499,7.125039215
2014-10-15,1.26593,1.2887,1.26246,1.28371,70943,0.87122,0.886,0.86752,0.8827,72650,1.5903,1.60688,1.58748,1.60187,93323,1.12957,1.13855,1.12264,1.12532,56653,0.78378,0.79954,0.78061,0.79865,63676,0.95361,0.95621,0.93602,0.93992,70707,107.045,107.495,105.196,105.926,77349,6.5727,6.65033,6.4904,6.5379,63718,7.2485,7.28551,7.12308,7.15315,62671,31.05999947,24.63999939,26.36000061,25.27000046,0,25.27000046,0.01131322,615911,52.23976915,1.281983578,1.25260928,0.010679289,-935466,46.5597594,0.886165003,0.865747854,0.012402208,-312621,39.04271079,1.630874828,1.590960886,0.00909267,344174,60.91397573,1.128896263,1.108683737,0.010746948,-843732,49.8984188,0.796890427,0.772555288,0.008470968,-123937,46.16767206,0.965916608,0.941859107,0.939034567,373412,37.97910697,110.5495809,105.9705619,0.068196249,821378,62.43585717,6.565686364,6.390059351,0.07869471,670011,49.92299312,7.299269894,7.115541535
2014-10-16,1.2835,1.28448,1.27058,1.28085,70904,0.88247,0.88257,0.86852,0.87551,76443,1.60167,1.60966,1.5941,1.60865,83880,1.12527,1.1361,1.12267,1.12574,57172,0.79875,0.79969,0.7886,0.79493,69952,0.94005,0.94908,0.94004,0.94249,74997,105.936,106.46,105.506,106.314,80792,6.5334,6.67822,6.5334,6.54604,61357,7.1531,7.25275,7.1354,7.14685,58219,29.40999985,24.61000061,29.26000023,25.20000076,0,25.20000076,0.01149799,545007,50.61275007,1.284573277,1.251803866,0.01092934,-1011909,42.69644036,0.886114892,0.865695108,0.012627765,-228741,43.55395866,1.628219084,1.591379488,0.009402479,401346,61.17719229,1.130080431,1.108942426,0.010771452,-913684,47.68071637,0.798672676,0.772010182,0.008520185,-48940,48.23353412,0.96670616,0.939799555,0.940103526,454204,41.60257422,110.4784074,105.6195926,0.073669374,882735,63.09061978,6.57823116,6.390091697,0.081455803,611792,49.44266641,7.288915423,7.108626006
2014-10-17,1.28044,1.28366,1.27438,1.2758,46413,0.87542,0.88081,0.87332,0.87512,54829,1.60807,1.61257,1.60294,1.60879,55733,1.12557,1.12792,1.12104,1.12757,42118,0.79499,0.79644,0.78763,0.79169,50198,0.94254,0.94749,0.94054,0.94637,50194,106.303,106.941,106.132,106.876,57497,6.5409,6.56879,6.52441,6.5419,43987,7.1455,7.1962,7.13186,7.179,43534,23.07999992,20.22999954,21.68000031,21.98999977,0,21.98999977,0.011339562,498594,47.7828354,1.285595086,1.251826343,0.010683673,-1066738,42.49049027,0.886085109,0.866214891,0.012413639,-173008,43.64670001,1.625215914,1.592208371,0.009222302,443464,62.36639002,1.131531959,1.109089469,0.010631348,-963882,45.77258327,0.79908403,0.773794541,0.008408029,1254,51.27375006,0.966824802,0.938979484,0.930738989,511701,46.48001065,110.2160701,105.5089299,0.071577276,838748,62.49398411,6.587012967,6.395094176,0.080233245,655326,51.98169761,7.280918665,7.10736562
2014-10-20,1.27513,1.28166,1.27311,1.27994,41923,0.87577,0.88014,0.87471,0.87823,40118,1.6104,1.6179,1.60798,1.61631,48569,1.12842,1.12931,1.12506,1.12836,34398,0.79207,0.79805,0.79153,0.79665,39909,0.94661,0.94802,0.94149,0.94271,45757,107.102,107.391,106.781,106.943,49344,6.5441,6.58565,6.53344,6.5523,41462,7.1818,7.2178,7.17037,7.1767,38271,22.15999985,18.51000023,22.11000061,18.56999969,0,18.56999969,0.011140308,540517,50.23920849,1.28745702,1.252385837,0.01030841,-1026620,44.77799983,0.886358435,0.866450136,0.012235522,-124439,48.53776121,1.623916989,1.592813011,0.008867138,477862,62.8947899,1.132937951,1.108939192,0.010337681,-923973,49.1288669,0.800858581,0.774291419,0.008273884,-44503,48.38694058,0.966890714,0.937153572,0.907829061,561045,47.04782309,109.8263948,105.5117481,0.070193899,880210,63.42958787,6.592818659,6.407794198,0.077890156,617055,51.78134787,7.278108655,7.105029916
2014-10-21,1.27996,1.284,1.27144,1.27154,50257,0.87821,0.88325,0.87577,0.87796,50460,1.61631,1.61844,1.61099,1.61143,56885,1.12833,1.12962,1.12028,1.12203,38677,0.79662,0.80346,0.79448,0.79609,49402,0.94256,0.94923,0.93977,0.94904,50996,106.935,107.018,106.25,106.993,51672,6.548,6.57347,6.53282,6.5668,46708,7.17,7.23753,7.15703,7.2346,44199,17.75,16.03000069,17.71999931,16.07999992,0,16.07999992,0.011241714,490260,45.55652052,1.287565938,1.253601205,0.010106381,-1077080,44.61209314,0.886568288,0.866837426,0.011893699,-181324,45.76204035,1.622427881,1.593294976,0.008900914,439185,56.09811634,1.133048606,1.109657108,0.010240703,-973375,48.761913,0.801743151,0.775916849,0.008358606,6493,53.28563958,0.966305271,0.936761872,0.897841271,612717,47.49550062,109.5978965,105.4698178,0.06808362,926918,64.74988274,6.602333174,6.415351112,0.078076574,661254,56.34305181,7.281790886,7.104190543
2014-10-22,1.27154,1.27395,1.26372,1.2647,44744,0.87788,0.8815,0.87443,0.87786,45822,1.61116,1.61305,1.60112,1.60498,52043,1.12204,1.12918,1.11839,1.12324,35360,0.79546,0.79903,0.79171,0.79286,44068,0.9487,0.95423,0.94723,0.95351,47644,107.002,107.372,106.789,107.144,47523,6.5666,6.62746,6.556,6.6102,44122,7.2345,7.2783,7.22014,7.26781,40141,18.43000031,15.56000042,16.05999947,17.87000084,0,17.87000084,0.011169449,445516,42.11426462,1.28759604,1.253271103,0.009889497,-1122902,44.54626199,0.886249556,0.866841873,0.011896292,-233367,42.31743143,1.621333593,1.593053549,0.009035848,474545,57.0534958,1.133145263,1.110647594,0.010032082,-1017443,46.59989704,0.802117493,0.775952507,0.008261563,54137,56.4304382,0.966252328,0.936750529,0.875352609,660240,48.90054287,109.4509903,105.4350097,0.06832479,971040,68.42439101,6.620783324,6.420586676,0.076653961,701395,58.75337585,7.296097575,7.101978139
2014-10-23,1.26449,1.26763,1.26139,1.2646,45742,0.87764,0.8806,0.8749,0.87605,49816,1.60463,1.60598,1.59947,1.60284,54186,1.12335,1.12637,1.12072,1.12311,41156,0.79288,0.79288,0.78092,0.78228,48739,0.95361,0.95588,0.95175,0.9541,45767,107.132,108.352,107.104,108.266,50711,6.6067,6.6415,6.55675,6.57633,47243,7.2648,7.29236,7.2499,7.2578,39188,17.05999947,15.68000031,16.06999969,16.53000069,0,16.53000069,0.010817346,399774,42.06422269,1.285180253,1.257561176,0.009590247,-1172718,43.30077907,0.885372525,0.868938903,0.011511556,-287553,41.20910803,1.620751346,1.594481511,0.008794002,433389,56.91020261,1.132921507,1.110625636,0.01016979,-1066182,40.29726993,0.801267297,0.777544131,0.007966451,99904,56.84340843,0.962405692,0.938727165,0.90197028,710951,57.91296949,108.9212031,105.7490826,0.06949802,923797,62.91267346,6.629096307,6.420253693,0.074211535,662207,57.71897106,7.291075844,7.104537013
2014-10-24,1.26473,1.26956,1.26347,1.26684,41751,0.87596,0.88234,0.87185,0.8796,41901,1.60282,1.60985,1.60168,1.60829,52553,1.12318,1.1243,1.11946,1.12402,33561,0.78219,0.78813,0.77934,0.78531,38610,0.95398,0.95459,0.94974,0.95221,42459,108.261,108.309,107.784,108.143,47243,6.5708,6.60136,6.5632,6.59693,37253,7.2564,7.27544,7.2436,7.25062,40500,18.05999947,16.09000015,16.43000031,16.11000061,0,16.11000061,0.010479678,441525,43.67862144,1.285114534,1.257826895,0.009654515,-1130817,46.46246923,0.885692319,0.869094824,0.011272874,-235000,45.14912568,1.620783448,1.594505124,0.008511573,466950,57.71087474,1.132563157,1.112539701,0.010071234,-1027572,42.6879647,0.801170902,0.777874812,0.007743848,57445,55.04355756,0.96118182,0.93908818,0.875043831,663708,56.73170212,108.7278716,105.8518427,0.06725959,961050,64.77136993,6.640386511,6.426203489,0.071184997,621707,56.94453634,7.299531307,7.106555836
2014-10-27,1.26766,1.27232,1.26656,1.26978,41372,0.88036,0.88241,0.87888,0.88019,38097,1.60827,1.6147,1.60812,1.61196,44677,1.12276,1.12551,1.12124,1.12468,30635,0.78519,0.79026,0.78446,0.78938,35881,0.95121,0.95212,0.94767,0.94954,44520,108.323,108.326,107.606,107.814,45347,6.5787,6.62409,6.56813,6.59697,39356,7.2449,7.30417,7.22368,7.29675,37153,17.87000084,16,17.23999977,16.04000092,0,16.04000092,0.010142558,482897,45.81286585,1.285107824,1.25824789,0.00921705,-1092720,46.99151827,0.885399092,0.869183765,0.010937669,-190323,47.6913612,1.621129639,1.594508932,0.008208604,497585,58.31585113,1.132674211,1.11347436,0.009766146,-991691,45.82599648,0.801037671,0.778886614,0.007515001,12925,52.51388283,0.959981382,0.939254332,0.863969272,618361,53.58338831,108.6846783,105.8654645,0.066452476,1000406,64.7750615,6.646279694,6.439878877,0.07184964,658860,60.60203145,7.318899158,7.1028237
2014-10-28,1.26989,1.27646,1.26845,1.27343,45233,0.88006,0.88816,0.87952,0.88549,43499,1.61191,1.61825,1.60879,1.61311,54061,1.12461,1.12531,1.11652,1.11666,36814,0.78948,0.79584,0.78833,0.7918,36969,0.94922,0.9511,0.94452,0.94715,45351,107.797,108.186,107.693,108.159,41387,6.5916,6.63954,6.5728,6.61101,44969,7.2874,7.38203,7.2706,7.33361,42311,15.77999973,14.39000034,15.68999958,14.39000034,0,14.39000034,0.009990233,528130,48.42582936,1.285107824,1.25824789,0.009175832,-1049221,51.61682455,0.885935298,0.868870416,0.010832121,-136262,48.49689195,1.620245747,1.594872824,0.008250132,460771,49.1201558,1.131067132,1.115925725,0.009604992,-954722,47.66102312,0.801164881,0.77893369,0.007448216,-32426,50.28607735,0.959667586,0.938925272,0.837471467,659748,56.3207682,108.7069471,105.8557671,0.066473014,1045375,66.11716625,6.645741544,6.464791313,0.074676809,701171,63.28580607,7.345555193,7.100200522
2014-10-29,1.27333,1.27705,1.26308,1.26312,46586,0.88536,0.8911,0.87759,0.87968,50666,1.61309,1.61613,1.60028,1.60108,53572,1.11671,1.12244,1.11221,1.11834,40389,0.79174,0.79773,0.77682,0.78018,45046,0.94712,0.95492,0.94416,0.95486,45609,108.154,108.963,107.943,108.894,41851,6.6062,6.71359,6.5999,6.70255,45267,7.3338,7.37218,7.29088,7.36435,43565,16.28000069,14.18999958,14.60999966,15.14999962,0,15.14999962,0.010274502,481544,42.23112857,1.285395246,1.257106182,0.009485415,-1099887,46.79632722,0.886122733,0.868898696,0.011190541,-189834,41.32724696,1.619707759,1.593907956,0.008391551,501160,50.86791947,1.131078025,1.115903403,0.010412493,-999768,40.55716224,0.801795586,0.777387271,0.007684772,13183,56.67186271,0.959781561,0.938882724,0.850509219,701599,61.52644165,109.004602,105.7096837,0.069845655,1090642,73.26851219,6.679310267,6.464115448,0.075149894,744736,65.40246363,7.377241345,7.089178655
2014-10-30,1.26303,1.26393,1.25473,1.26129,60604,0.87901,0.88399,0.87554,0.88335,58161,1.60075,1.60383,1.59509,1.60011,64504,1.1182,1.12229,1.11651,1.11875,47131,0.77953,0.78598,0.77662,0.78413,55692,0.9546,0.96108,0.95421,0.95594,59672,108.884,109.462,108.748,109.204,55152,6.6989,6.7421,6.69405,6.70093,53322,7.361,7.40563,7.32918,7.34209,53519,15.75,14.06999969,15.31000042,14.52000046,0,14.52000046,0.010197752,420940,41.22312677,1.285521387,1.256844327,0.009411457,-1041726,49.97442509,0.885965661,0.871181482,0.011015502,-254338,40.80343994,1.619655962,1.592906895,0.008205012,548291,51.30751988,1.131214889,1.115527968,0.010337315,-944076,43.63278667,0.801462978,0.778148451,0.007626574,72855,57.49548001,0.959424001,0.939063142,0.84075856,756751,63.50217337,109.3884575,105.5491139,0.068288823,1037320,72.97496983,6.707089147,6.463212282,0.075242759,691217,62.58850838,7.39607896,7.085296754
2014-10-31,1.26123,1.26174,1.24861,1.25254,68641,0.88315,0.88534,0.87643,0.87991,66308,1.60009,1.60111,1.59417,1.59967,73161,1.11819,1.13323,1.11819,1.12602,52518,0.78404,0.788,0.77754,0.77903,61512,0.9559,0.96629,0.95564,0.96247,69308,109.211,112.474,109.175,112.313,78451,6.7001,6.80197,6.68754,6.74739,65229,7.3412,7.42274,7.3256,7.3917,64502,14.82999992,13.72000027,13.84000015,14.02999973,0,14.02999973,0.010407198,352299,36.71113706,1.286777166,1.252351406,0.009375639,-1108034,47.1324348,0.886146616,0.871406241,0.010724395,-327499,40.55235737,1.619431217,1.59190164,0.008693225,600809,58.41289288,1.131486031,1.11615254,0.010346078,-1005588,40.70437189,0.802091956,0.776073759,0.007842533,142163,62.17698698,0.962623596,0.937950689,1.016347235,835202,76.52325788,111.0416515,104.6784913,0.071584621,1102549,75.9507681,6.73701911,6.47236089,0.076806847,755719,66.09019386,7.417609475,7.103126239
2014-11-03,1.25063,1.25139,1.24398,1.24817,63314,0.87533,0.87612,0.86778,0.86807,61010,1.59686,1.60216,1.59264,1.59702,61804,1.12826,1.13771,1.12632,1.13567,46770,0.777,0.77931,0.76974,0.77182,50729,0.96411,0.96909,0.96348,0.96574,65688,112.961,114.213,112.573,114.039,60737,6.7586,6.80695,6.75369,6.80192,59442,7.3879,7.43007,7.37179,7.4223,56605,14.98999977,14.22999954,14.40999985,14.72999954,0,14.72999954,0.010275255,288985,34.67014686,1.288944366,1.247671349,0.009572379,-1169044,38.92696781,0.887025065,0.870077792,0.010638367,-389303,38.99597103,1.61790824,1.594393188,0.008907281,647579,65.59051711,1.133779632,1.114721796,0.010290644,-1056317,36.93075666,0.804016984,0.772383016,0.007755209,207851,64.29762674,0.965940907,0.93635195,1.079465289,895939,80.65045854,112.8974291,103.8208566,0.07072572,1161991,78.88900601,6.788493224,6.452816776,0.075483501,812324,68.07509382,7.451857296,7.093475561
2014-11-04,1.24847,1.25772,1.24811,1.25455,58852,0.86766,0.87495,0.86454,0.87373,63958,1.59717,1.6016,1.59652,1.60016,56441,1.13571,1.1427,1.13399,1.14078,48488,0.77187,0.78127,0.77098,0.78082,54238,0.96559,0.96587,0.95799,0.95984,61180,113.971,113.994,113.168,113.601,63599,6.7919,6.89636,6.78448,6.85608,59286,7.4109,7.42924,7.37523,7.3812,54530,15.93000031,14.82999992,15.05000019,14.89000034,0,14.89000034,0.010227737,347837,39.9216653,1.286034705,1.246415295,0.009632209,-1105086,43.95045109,0.886389584,0.869431845,0.01024134,-332862,41.84412433,1.618011038,1.594046105,0.008893189,696067,68.67376523,1.138365085,1.112344915,0.010290598,-1002079,43.9198044,0.801971278,0.77188158,0.007764123,146671,57.9809973,0.966520311,0.93861826,1.064574912,832340,76.95334117,113.9999301,103.8147842,0.073665311,1221277,81.32896229,6.845598055,6.441166231,0.07394968,757794,62.76123653,7.462724819,7.11518661
2014-11-05,1.25435,1.2567,1.24573,1.24855,68783,0.87358,0.87614,0.85644,0.85936,74616,1.59969,1.60214,1.58687,1.59747,64206,1.14068,1.14664,1.13708,1.13859,53379,0.78008,0.78411,0.7685,0.77285,62274,0.95982,0.96614,0.95831,0.96392,68551,113.534,114.839,113.413,114.647,68902,6.8557,6.93411,6.82114,6.8298,62661,7.3795,7.42179,7.35832,7.3678,57823,14.98999977,14.14999962,14.14999962,14.17000008,0,14.17000008,0.010280756,279054,36.91624006,1.283913038,1.243922676,0.010351337,-1179702,35.88098417,0.889805949,0.863708336,0.01060053,-397068,40.11617244,1.617928669,1.592531331,0.008940819,642688,65.94648431,1.141087871,1.111457843,0.010670555,-1064353,39.72191441,0.801377095,0.769321476,0.007768828,215222,60.84559673,0.967989615,0.940210385,1.090390989,901242,79.38389514,115.2012771,103.8038657,0.076472789,1158616,76.69681782,6.880212206,6.447089223,0.073201131,699971,61.08699519,7.462287706,7.147188008
2014-11-06,1.24846,1.25334,1.2365,1.23745,74663,0.85898,0.86269,0.8553,0.85575,72359,1.597,1.60016,1.58245,1.58311,73333,1.13858,1.14435,1.13786,1.14228,55841,0.77279,0.77586,0.76677,0.76876,62402,0.96386,0.97382,0.9603,0.97322,74425,114.62,115.511,114.06,115.2,77319,6.8168,6.8707,6.7966,6.868,64025,7.3606,7.44084,7.3377,7.4391,64029,15.07999992,13.67000008,14.46000004,13.67000008,0,13.67000008,0.010749273,204391,32.1014405,1.284407758,1.237949384,0.010139813,-1252061,34.18302547,0.89260683,0.858140313,0.01110835,-470401,32.41968165,1.620525077,1.586266352,0.00876576,698529,68.23549609,1.144442298,1.110204845,0.010557658,-1126755,37.72896961,0.801533959,0.765888899,0.008179626,289647,66.45872755,0.972485276,0.939550438,1.116148776,978561,80.5516665,116.3275189,103.8667668,0.076303304,1222641,78.60440308,6.916833814,6.457053328,0.075339622,764000,66.24656983,7.478317415,7.168315442
2014-11-07,1.23733,1.24693,1.23579,1.2454,65887,0.85564,0.86572,0.85409,0.86272,71479,1.58281,1.58863,1.579,1.58686,63560,1.14233,1.14484,1.1312,1.13311,49591,0.76892,0.7768,0.76604,0.77446,63684,0.97325,0.97417,0.9651,0.96617,68197,115.235,115.585,114.252,114.622,73298,6.8693,6.87773,6.80111,6.80619,59365,7.4272,7.45322,7.39956,7.40257,57880,14.15999985,13.01000023,13.71000004,13.11999989,0,13.11999989,0.010777182,270278,38.30757815,1.280658506,1.236764351,0.010246255,-1180582,40.07895663,0.892662811,0.855868618,0.011002753,-406841,35.87933657,1.618818385,1.5837659,0.00911392,648938,57.83194663,1.145056155,1.11026956,0.010572111,-1063071,42.08968047,0.798908741,0.765344116,0.008243224,221450,59.49565878,0.973065637,0.942321506,1.131638149,905263,75.72363548,117.0300213,104.2612644,0.076325925,1163276,68.79177561,6.929199059,6.480958084,0.073791077,706120,61.73046993,7.47444049,7.20445951
2014-11-10,1.24685,1.25092,1.24187,1.24202,48665,0.86445,0.86825,0.86089,0.86211,52819,1.58797,1.59173,1.58413,1.58414,49668,1.13234,1.13844,1.13,1.13808,37413,0.77691,0.7823,0.77399,0.77482,42083,0.96423,0.96845,0.96164,0.9681,57380,114.449,114.907,113.857,114.86,56042,6.7976,6.81644,6.7314,6.8085,45270,7.3861,7.43743,7.3646,7.43056,45033,13.25,12.38000011,13.15999985,12.67000008,0,12.67000008,0.010653812,221613,36.76880495,1.278909998,1.234295717,0.010040094,-1233401,39.7434035,0.892477757,0.853789386,0.010759699,-456509,34.49974432,1.618043114,1.580642601,0.009065783,686351,61.27784481,1.146711582,1.110906989,0.010410532,-1020988,42.36420166,0.795711262,0.765503023,0.008140851,278830,60.70930268,0.974501553,0.943608447,1.125806853,961305,76.352158,117.5919093,104.8232336,0.076948359,1208546,68.94779151,6.937642096,6.507043618,0.073722429,751153,63.76856122,7.482093988,7.224800298
2014-11-11,1.24205,1.24989,1.23943,1.24744,50961,0.86187,0.87189,0.85906,0.86849,63769,1.58413,1.59444,1.58348,1.59167,48617,1.13802,1.14015,1.13178,1.13347,38656,0.77485,0.78416,0.77126,0.78073,54248,0.96806,0.97004,0.96246,0.96453,59126,114.812,116.102,114.634,115.769,62573,6.8032,6.84574,6.7794,6.7946,47764,7.4258,7.4434,7.37686,7.3875,51081,13.18000031,12.60000038,12.71000004,12.92000008,0,12.92000008,0.010639968,272574,40.87048255,1.277657235,1.233082765,0.010239373,-1169632,44.93603918,0.89175234,0.853176232,0.010774007,-407892,41.23613755,1.617210833,1.579573453,0.009016084,647695,56.65325739,1.147297597,1.111782403,0.010588351,-966740,46.82106407,0.793108985,0.766372443,0.00810079,219704,57.2898026,0.975194329,0.944489957,1.15024922,1023878,78.62805615,118.1833635,105.4639222,0.076190619,1160782,66.78426874,6.94370502,6.527323552,0.073209398,700072,58.59831262,7.481727085,7.242265772
2014-11-12,1.24732,1.24976,1.24191,1.24379,63222,0.8686,0.87446,0.86654,0.87169,61355,1.59178,1.59405,1.57757,1.5777,62530,1.13348,1.13589,1.12811,1.13183,43461,0.78044,0.7906,0.77976,0.78788,60849,0.96438,0.96801,0.96223,0.9664,72721,115.754,116.012,114.885,115.451,72687,6.7933,6.80752,6.7385,6.80221,57447,7.3871,7.43253,7.37834,7.4215,56004,13.76000023,12.98999977,13.76000023,13.02000046,0,13.02000046,0.010440685,209352,39.03414279,1.276294515,1.231472628,0.010073703,-1108277,47.38513458,0.891332002,0.852973712,0.011181578,-470422,34.20722161,1.618181339,1.575011518,0.008927792,604234,55.06125676,1.147556912,1.112768803,0.010606326,-905891,51.68840262,0.794155758,0.766125671,0.00793502,292425,58.60506572,0.97606515,0.945376278,1.148588562,951191,75.87687819,118.6190201,106.0546942,0.075678432,1218229,67.3876308,6.940841399,6.562455744,0.07185087,756076,61.26859756,7.480905539,7.266473032
2014-11-13,1.24356,1.24915,1.24262,1.24752,49642,0.87136,0.87642,0.86717,0.87178,51191,1.5775,1.57814,1.56937,1.57093,49438,1.13039,1.13915,1.12992,1.13689,40902,0.78796,0.79283,0.78408,0.78808,49272,0.9664,0.96735,0.96221,0.96348,59640,115.463,115.882,115.308,115.766,60860,6.8008,6.8107,6.7554,6.79115,46725,7.41475,7.43949,7.40256,7.4266,47722,14.31000042,12.86999989,13.32999992,13.78999996,0,13.78999996,0.01016135,258994,41.90670809,1.273830897,1.231176246,0.010014867,-1057086,47.45591926,0.890288503,0.852900068,0.011009322,-519860,31.41278798,1.618338008,1.569517706,0.008949379,645136,58.89888827,1.148438022,1.113726264,0.010473731,-856619,51.82123874,0.79474084,0.765936303,0.007735375,232785,55.71960591,0.976110502,0.946940926,1.107546522,1012051,76.74489391,118.914164,106.8485503,0.07422283,1171504,65.52470979,6.93309084,6.597952017,0.069356522,803798,61.6679693,7.470019442,7.302499129
2014-11-14,1.24744,1.25461,1.23985,1.25215,58150,0.87132,0.87732,0.86482,0.87483,53300,1.57088,1.57097,1.55926,1.56699,59376,1.13708,1.1393,1.12641,1.12891,45921,0.78774,0.7939,0.7823,0.79106,52184,0.96345,0.96886,0.95735,0.95933,67007,115.756,116.825,115.724,116.305,64991,6.7874,6.8135,6.73506,6.7479,54240,7.4164,7.45874,7.37666,7.38528,54923,14.14999962,13.31000042,13.78999996,13.31000042,0,13.31000042,0.010489825,317144,45.34892906,1.270118174,1.232370397,0.010192377,-1003786,49.91504159,0.889358869,0.853063988,0.01105937,-579236,29.88279496,1.616689489,1.56474194,0.009230852,599215,51.4384059,1.148404084,1.114364488,0.010554179,-804435,53.85706606,0.795209137,0.765708006,0.008004991,165778,51.81493231,0.975182266,0.949267734,1.107078913,1077042,78.19097679,119.0119692,107.9637451,0.074524056,1117264,58.69177655,6.913899322,6.638704964,0.070265342,748875,56.57777033,7.458753856,7.326411858
